cluster	topic	roleset	prop name	prop rol desc	arg0	arg1	argL	argT	example
vend | trade | barter	42	sell.01	commerce: seller, giving in exchange for money	0: Seller | 1: Thing Sold	T-Mobile USA	BlackBerry Curve 8900	NA	NA	Research in Motion today announced that T-Mobile USA will start <m> selling </m> the new BlackBerry Curve 8900 smartphone to its customers .
vend | trade | barter	44	sell.01	commerce: seller, giving in exchange for money	0: Seller | 1: Thing Sold	HP	technology services			This time , the world's largest tech company by <m> sales </m> announced that it will be buying EYP Mission Critical Facilities Inc .
vend | trade | barter	43	sell.01	commerce: seller, giving in exchange for money	0: Seller | 1: Thing Sold	AMD	Intel-based servers			AMD buys SeaMicro , starts <m> selling </m> Intel - based servers
receive | flee | go	37	send.01	give	0: sender | 1: sent	earthquake.02	panic.01	Indonesia's Aceh	07	A strong 6 . 1 - magnitude earthquake struck the northwestern Indonesian province of Aceh on Tuesday , the US Geological Survey said , <m> sending </m> people running into the streets in panic .
assign | subject | convict	45	sentence.01	assign criminal punishment	0: judge/jury | 1: criminal		Scott Peterson		13 December 2004	Upon learning of his <m> death sentence </m> , Scott Peterson sat defiantly still and tight-jawed , the same vacant expression he wore throughout a murder trial in which he never spoke .
assign | subject | convict	36	sentence.01	assign criminal punishment	0: judge/jury | 1: criminal	jury	Warren Jeffs	Texas	08	The jury <m> sentenced </m> Jeffs to life in prison for aggravated sexual assault of a 12 - year - old girl and 20 years in prison for the sexual assault of a 15 - year - old girl .
act | do | perform	44	serve.01	act, work, performance of a service	0: worker, entity performing a service/acting in some capacity | 1: job, project, service performed	EDS	technology services			Hewlett-Packard is negotiating to buy <m> technology services </m> provider Electronic Data Systems in a deal that could help the world 's largest personal computer maker snap up more data management and consulting contracts .
act | do | perform	43	serve.01	act, work, performance of a service	0: worker, entity performing a service/acting in some capacity | 1: job, project, service performed		supply.01			The merger also could lock ATI out of the <m> business </m> of supplying graphics chipsets to Intel-based PCs , worth about $ 90 million a year in revenue .
put | place | locate	39	set.01	put, place	0: agent, setter | 1: thing set	Doctor Who	Peter Capaldi	NA	08	Doctor Who has finally selected its 12th doctor : Peter Capaldi is officially <m> set </m> to replace exiting star Matt Smith as the TARDIS leader , producer Steven Moffat announced on the live BBC special Doctor Who Live : The Next Doctor Sunday .
ready | prepare | assemble	45	set.14	make ready, prepare	0: Agent, preparer | 1: Thing set, prepared	prosecutors	try.02			Trial is <m> set </m> for June 17 for 26 - year - old Christopher Kenyon Simpson of Fort Coffee , who is accused of fatally shooting Ka'Loni Marie Flynn of Fort Smith , Ark .
rape | assault | offense	36	sex.01	the act of sex	0: first (or all when in one mention) partner | 1: second partner (when separate mention)					Warren Jeffs arraigned in Texas on <m> sex </m> charges
tremble | shake | rock	43	shake_up.03	tremble very badly	0: cause of shaking | 1: thing trembling	buy.01	do_business.01			Advanced Micro Devices Inc. <m> shook up </m> the personal computer industry by buying ATI Technologies Inc. for US $ 5.4-billion yesterday , opening up a new front in the battle with Intel Corp. to control the computer chip market .
tremble | shake | rock	38	shake_up.03	tremble very badly	0: cause of shaking | 1: thing trembling	earthquake.02	North Bay			Magnitude 4 . 6 Earthquake <m> Shakes Up </m> North Bay
tremble | sway | rock	38	shake.01	tremble, moving vigorously back and forth	0: causer of trembling motion | 1: thing trembling	earthquake.02	Northern California	Northern California	03	4 . 6 earthquake <m> shakes </m> Northern California
tremble | tremor | rock	37	shake.01	tremble, moving vigorously back and forth	0: causer of trembling motion | 1: thing trembling	tremor.01	region	Papua	NA	Indonesia 's West Papua province was hit by a magnitude 6.1 earthquake today , the latest powerful tremor to <m> shake </m> the region where five people were killed and hundreds injured at the weekend when buildings were destroyed .
remove | rid | eliminate	43	shed.01	get rid of, remove	0: entity removing | 1: thing being removed (defaults to 'hair')	Intel	processor	NA	NA	Our view of the Advanced Micro Devices / ATI Technologies deal is that it 's the last major move AMD needed to make to match Intel 's breadth in the processor market ( now that Intel has <m> shed </m> its communications processor business ) .
pay | buy | purchase	43	shell_out.03	pay	0: payer or buyer | 1: money	AMD	$334 million			AMD <m> shelled out </m> $334 million for the acquisition of SeaMicro .
protect | shield | safeguard	37	shelter.01	put/be in a shelter	0: agent, putter in shelter | 1: thing in shelter (if separate from arg0)	NA	people	Papua	NA	The powerful quakes in Papua in easternmost of Indonesia on Sunday have led over 14,000 people taking <m> shelters </m> in tents , destroyed hundreds of buildings , killed one person and injured dozens others , local disaster management agency said on Monday .
protect | shield | safeguard	41	shelter.01	put/be in a shelter	0: agent, putter in shelter | 1: thing in shelter (if separate from arg0)	NA	civilians	South Sudan	11	The UN refugee agency on Friday strongly condemned the aerial bombing of a temporary refugee camp in South Sudan <m> sheltering </m> more than 20 , 000 civilians fleeing from conflict in neighbouring Sudan's Nuba Mountains .
surprise | damn | startle	44	shock.01	surprise, astonished	0: surpriser | 1: person surprised	acquire.01	HP employees			Industry analysts contacted by eWEEK generally say they believe that Hewlett-Packard 's forthcoming $ 13.9 billion acquisition of Electronic Data Systems ? announced officially on May 13 is a good move for both companies , although there will be the usual integration snafus over vendor neutrality issues , business lines , <m> culture shock </m> and layoffs .
surprise | damn | startle	36	shock.01	surprise, astonished	0: surpriser | 1: person surprised	prosecutors	jury	Texas	08	Prosecutors Tuesday put on the most <m> shocking </m> evidence yet in the trial of Warren Jeffs , who is charged with sexually assaulting underage girls .
surprise | damn | startle	41	shock.01	surprise, astonished	0: surpriser | 1: person surprised	attack.01	Israel	Jabaliya	NA	The attack on the school has caused widespread <m> shock </m> across Israel , intensifying pressure on Prime Minister Ehud Olmert to reach a ceasefire .
hit | attack | strike	45	shoot.02	kill with gun;  Event where weapons are fired; firing a gun	0: shooter | 1: corpse	Christopher Kenyon Simpson	Ka'loni Flynn		8 April 2012	A jury in eastern Oklahoma has convicted a 27 - year - old man of <m> shooting dead </m> his pregnant girlfriend and her unborn baby after she refused to get an abortion .
put_on | display | demonstrate	45	show.01	cause to see	0: shower | 1: thing seen/shown	Scott Peterson	emotional.02			Peterson , a 32-year-old fertilizer salesman from Modesto , <m> showed </m> no emotion , staring stonily at the jury box as the foreman announced a finding of first-degree murder in the death of Laci and second-degree murder in the death of their near-term son , whom the couple had named Conner .
put_on | display | demonstrate	36	show.01	cause to see	0: shower | 1: thing seen/shown	report.01	father.01	Texas	08	They presented a DNA report that <m> showed </m> that Jeffs had fathered a child with the 15 year old .
agree | inscribe | motion	44	sign.02	enter into an agreement	0: signer, agreer | 1: agreement	Hewlett-Packard	agree.01	NA	11	Electronics manufacturer Hewlett - Packard ( hp . com ) announced on Tuesday that it has <m> signed </m> a definitive agreement to acquire EYP Mission Critical Facilities ( eypmcf . com ) , a consulting company that specializes in strategic technology planning , design and operations support for large - scale data centers .
agree | inscribe | motion	43	sign.02	enter into an agreement	0: signer, agreer | 1: agreement	AMD	agree.01			AMD ( NYSE : AMD ) today announced it has <m> signed </m> a definitive agreement to acquire SeaMicro , a pioneer in energy - efficient , high - bandwidth microservers , for approximately $334 million , of which approximately $281 million will be paid in cash .
quiet | hush | soften	45	silence.02	lack of sound	1: silent entity		courtroom		13 December 2004	Unlike on Nov. 12 , when sobs filled the air as Peterson was found guilty of murdering his wife and their unborn child , there was an almost surreal <m> stillness </m> in the courtroom while the death recommendation was announced .
place | put | position	45	sit.01	be in a position	1: thing sitting		Scott Peterson		13 December 2004	Upon learning of his death sentence , Scott Peterson <m> sat </m> defiantly still and tight-jawed , the same vacant expression he wore throughout a murder trial in which he never spoke .
place | put | position	41	sit.01	be in a position	1: thing sitting	Mohammad Awad and other men	schoolyard	Jabaliya	NA	He and other men had been <m> sitting </m> in the schoolyard when shells hit the compound .
assess | rate | evaluate	38	size.01	(cause to) have some size	0: agent, sizer | 1: thing whose size is important					A 4 . 4 quake is on the <m> large size </m> for The Geysers .
acquire | obtain | get	44	snap_up.08	acquire quickly	0: agent, entity acquiring something | 1: thing acquired	HP	contract.02			Hewlett-Packard is negotiating to buy technology services provider Electronic Data Systems in a deal that could help the world 's largest personal computer maker <m> snap up </m> more data management and consulting contracts .
acquire | obtain | get	43	snap_up.08	acquire quickly	0: agent, entity acquiring something | 1: thing acquired	AMD	SeaMicro			AMD <m> snaps up </m> server upstart SeaMicro
weep | cry | tear	45	sob.01	to weep,  cry	0: weeper				12 November 2004	Unlike on Nov. 12 , when <m> sobs </m> filled the air as Peterson was found guilty of murdering his wife and their unborn child , there was an almost surreal stillness in the courtroom while the death recommendation was announced .
begin | start | initiate	37	spark.01	begin, start, initiate	0: cause of starting, agent | 1: thing beginning	earthquake.02	panic.01	Indonesia's Aceh	07	A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , <m> sparking </m> panic in a region devastated by the quake - triggered tsunami of 2004 .
lecture | talk | utter	45	speak.01	speak, lecturing, talking	0: talker | 1: subject	Scott Peterson				Upon learning of his death sentence , Scott Peterson sat defiantly still and tight-jawed , the same vacant expression he wore throughout a murder trial in which he never <m> spoke </m> .
lecture | talk | utter	44	speak.01	speak, lecturing, talking	0: talker | 1: subject	Mark Hurd	think.01		20 May 2008	In a May 20 conference call with reporters to announce HP 's 2008 second-quarter financial earnings , Hurd <m> offered </m> his thoughts on the upcoming acquisition of EDS .
lecture | talk | utter	41	speak.01	speak, lecturing, talking	0: talker | 1: subject	activist	casualties.01	South Sudan	11	A government official initially reported deaths , but an American activist who <m> spoke </m> to aid workers at the camp later said there were no casualties .
practice | develop | condition	44	specialize.01	specialize	0: specialist | 1: speciality	EYP	plan.01			HP today announced that it has signed a definitive agreement to acquire EYP Mission Critical Facilities Inc . ( EYP MCF ) , a consulting company <m> specializing </m> in strategic technology planning , design and operations support for large - scale data centers .
guess | estimate | approximate	43	speculate.01	prognosticate	0: speculator | 1: actual speculation	AMD	implicate.01			The AMD statement said , `` We can not <m> speculate </m> on the implications of the merger for another 90-120 days , till the time integration is complete . ''
guess | estimate | approximate	39	speculate.01	prognosticate	0: speculator | 1: actual speculation	NA	name.03	NA	NA	Just hours after little-known actor Matt Smith was named as the new Doctor in the BBC Wales hit show , <m> speculation </m> mounted that a star name would accompany him on his time-travelling adventures .
guess | estimate | approximate	40	speculate.01	prognosticate	0: speculator | 1: actual speculation	NA	introduce.01	Cupertino, Calif	NA	After weeks of <m> speculation </m> about what would be introduced at Macworld , Apple Inc. took the wraps off of updated iTunes and iLife software and unveiled a 17-inch MacBook Pro on Tuesday .
edify | enlighten | indoctrinate	36	spiritualize.01	give spiritual meaning to; elevate or cleanse in allusion to christ	0: one assigning spiritual meaning | 1: thing spiritualized	Warren Jeffs	12-year old girl and 15-year girl	San Antonio	08	The 55 - year older leader of the Fundamentalist Church of Jesus Christ of Latter Day Saints was charged with sexual assault of a child after taking a 12 - year old girl and a 15 - year girl as <m> spiritual </m> wives .
shower | diffuse | mist	41	spray.01	apply thin liquid to surface	0: applier | 1: liquid	shells	shrapnel	Gaza	NA	Two Israeli tank shells struck the school in Jabaliya refugee camp , <m> spraying </m> shrapnel on people inside and outside the building , according to news agency reports .
look | watch | monitor	45	stare.01	look intently, gazing fixedly	0: looker | 1: looked at	Scott Peterson	jury			Peterson , a 32-year-old fertilizer salesman from Modesto , showed no emotion , <m> staring </m> stonily at the jury box as the foreman announced a finding of first-degree murder in the death of Laci and second-degree murder in the death of their near-term son , whom the couple had named Conner .
begin | commence | initiate	42	start.01	begin	0: Agent | 1: Theme(-Creation)	T-Mobile	preregister.01		29 April 2013	T - Mobile has announced that it will be carrying the keyboard touting Q10 , with pre - registration <m> starting </m> on April 29th .
begin | commence | initiate	43	start.01	begin	0: Agent | 1: Theme(-Creation)	AMD	sell.01			AMD buys SeaMicro , <m> starts </m> selling Intel - based servers
begin | commence | initiate	37	start.01	begin	0: Agent | 1: Theme(-Creation)	NA	aid.01	Manokwari	NA	As aid <m> started </m> to arrive , hundreds of aftershocks continued to rattle the coastal city which was hit by the 7.6 and 7.5 magnitude quakes early on Sunday , cutting power and prompting a brief tsunami warning .
panic | fear | surprise	38	startle.01	surprise	0: cause of surprise | 1: experiencer of surprise	earthquake.02	folks	Lake County Cobb Mountain	03	Lake County's Cobb Mountain community was shaken awake early Thursday morning by a magnitude 4 . 6 earthquake that <m> startled </m> even folks accustomed to seismic activity because of its size .
say | announce | report	42	state.01	state, say, state or say	0: announcer | 1: utterance	T-Mobile	available.02	NA	04	BlackBerry's ( NASDAQ : BBRY ) new Q10 smartphone will be available for preorder for business customers on T - Mobile's website April 29 , according to an online <m> statement </m> by the carrier .
say | announce | report	44	state.01	state, say, state or say	0: announcer | 1: utterance	HP	assure.01			`` There can be no assurances that an agreement will be reached or that a transaction will be consummated , '' HP said in a <m> statement </m> .
say | announce | report	36	state.01	state, say, state or say	0: announcer | 1: utterance	Wally Opal	arrest.01	Bountiful	NA	BC ATTORNEY GENERAL WALLY OPAL ISSUED A <m> STATEMENT </m> TODAY SAYING THAT TWO MEN , WINSTON BLACKMORE AND JAMES OLER , HAD BEEN ARRESTED `` ON CHARGES OF POLYGAMY PURSUANT TO THE CRIMINAL CODE . ''
guide | direct | navigate	39	steer.01	provide direction	0: steerer | 1: thing steered	Matt Smith	TARDIS	NA	NA	Matt Smith will take up <m> steering </m> the TARDIS and saving the universe when the series returns for its fifth season .
arise | start | begin	36	stem.01	arise (from)	1: thing (state) arising	convict.01	marry.01	Texas	08	A Texas jury convicted polygamist sect leader Warren Jeffs of child sexual assault Thursday in a case <m> stemming </m> from two young followers he took as brides in what his church calls spiritual marriages .
resign | retire | quit	39	step_down.04	resign	0: resigner | 1: position resigned	David Tennant	Doctor Who	NA	NA	On Saturday , the 26-year-old was handed the keys to the Tardis when he was unveiled as the 11th Doctor Who , replacing David Tennant , who <m> steps down </m> later this year .
intervene | interfere | intercede	39	step_in.02	intervene	1: entity intervening	Pater Capaldi	NA	NA	NA	Yesterday evening the new tenant of the Tardis was unveiled as Peter Capaldi <m> stepped into </m> Matt Smith's soon to be vacant Doctor Who shoes as the twelfth incarnation of the Time Lord .
expect | plan | scheme	43	strategize.01	expect	0: planner | 1: thing planned	AMD	regain.01			AMD has completed its acquisition of SeaMicro as part of its <m> strategy </m> to regain lost server market share from Intel and better position itself against future competition from ARM - based players such as Nvidia .
increase | grow | reinforce	42	strengthen.01	(cause to) become stronger	0: causal agent | 1: thing strengthening	T-Mobile	T-Mobile's smartphone lineup		2009	T-Mobile USA will launch Research In Motion 's BlackBerry Curve 8900 in February , further <m> strengthening </m> its smartphone lineup in 2009 .
hit | smash | crash	38	strike.01	hit, attack	0: animate, volitional hitter | 1: thing hit	temblor.01	Santa Rosa	California Geysers	03	The temblor <m> struck </m> about 26 miles north of Santa Rosa in the Geysers area .
attack | hit | smash	37	strike.01	hit, attack	0: animate, volitional hitter | 1: thing hit	earthquake.02	Indonesia's Aceh	Indonesia's Aceh	07	A strong earthquake <m> struck </m> off Indonesia's Aceh province on Tuesday , damaging houses and injuring at least five people .
attack | hit | smash	41	strike.01	hit, attack	0: animate, volitional hitter | 1: thing hit	forces	camp	South Sudan	11	Sudan's armed forces denied they carried out the <m> strike </m> .
fight | encounter | battle	41	struggle.01	engage in a battle with someone	0: first struggler | 1: second struggler	Mr Ging	NA	Hamas	NA	Speaking by phone from the UN 's Relief and Works Agency in Gaza , Mr Ging <m> struggled </m> to contain his anger at the attack that has also left more 50 people with serious injuries , 10 of whom remain critical .
undergo | experience | cause	43	subject.01	cause, required to undergo, contingent upon some procedure, experience	0: causer | 1: induced experiencer		acquire.01			The acquisition , which is <m> subject </m> to shareholder and regulatory approvals , would turn AMD into one of the world 's largest providers of graphics chips .
win | accomplish | finish	43	succeed.01	win, accomplish some task, successful, accomplished	0: entity succeeding | 1: task, goal met	AMD	market.01			The acquisition will let AMD expand its position in the commercial desktop and mobile computing markets , two areas where the company has not had much <m> success </m> .
endure | undergo | experience	41	suffer.01	suffer, endure/undergo something painful	0: entity suffering | 1: malady	school	attack.01	Gaza	NA	THE UN has disputed claims that Hamas militants fired mortars from the Gaza school that has <m> suffered </m> the deadliest attack of the war with Israel .
benefit | advantage | good	43	superior.01	superior	1: superior entity		AMD			Chipmaker AMD , hoping to gain <m> a leg up </m> on a resurgent rival Intel ( INTC ) , on July 24 ended months of speculation by saying it would buy graphics chipmaker ATI for about $ 5.4 billion .
provide | give | donate 	43	supply.01	provide	0: provider | 1: thing provided		graphics chipsets			The merger also could lock ATI out of the business of <m> supplying </m> graphics chipsets to Intel-based PCs , worth about $ 90 million a year in revenue .
give | prop_up | aid	45	support.01	lend aid, credence to	0: helper | 1: person, thing or project being supported	Christopher Kenyon Simpson	Christopher Kenyon Simpson and Ka'loni Flynn's child			Christopher Simpson shoots pregnant girlfriend dead cause he didn't want another child to <m> support </m> .
give | prop_up | aid	44	support.01	lend aid, credence to	0: helper | 1: person, thing or project being supported	EYP	operate.01			HP of Palo Alto , Calif . , said it has agreed to acquire EYP Mission Critical Facilities Inc . , a consulting company specializing in strategic technology planning , design and <m> operations support </m> for large data centers .
seem | appear | cause	44	suppose.02	s'pos'ta	1: thing seeming		deal.01			`` The deal is <m> supposed </m> to close sometime in the second half of 2008 , '' Ritz said .
chief | primary | good	43	supreme.01	better than, ruling over	1: supreme entity					The pitched battle for <m> supremacy </m> in the chip-making market reached a critical phase yesterday with Advanced Micro Devices ( AMD ) in Sunnyvale , Calif . announcing its decision to acquire Canadian graphic cards manufacturer ATI Technologies ( ATI ) .
appear | show_up | come_up	42	surface.01	appear, as from underwater	1: thing appearing	details	NA	NA	04	More details on the BlackBerry Q10's release in the US are starting to <m> surface </m> .
shock | startle | astonish	39	surprise.01	surprise	0: surpriser | 1: person surprised	unveil.01	viewers	NA	NA	When the 26-year-old unknown was unveiled as the 11th Doctor on Saturday evening , it <m> took most viewers by surprise </m> .
give_up | give_in | submit	36	surrender.01	give up (eg, a fight)	0: one surrendering | 1: fight	polygamous leaders	NA	Canada	NA	Polygamous leaders arrested in Canada , ordered to <m> surrender </m> passports
mobile | transport | transfer	40	take_off.07	remove	0: entity removing something | 1: thing being removed	Apple Inc	wraps	Cupertino, Calif	NA	After weeks of speculation about what would be introduced at Macworld , Apple Inc. <m> took the wraps off </m> of updated iTunes and iLife software and unveiled a 17-inch MacBook Pro on Tuesday .
replace | usurp | substitute	43	take_over.12	become dominant, in charge; assume leadership	0: entity becoming dominant | 1: entity being taken over	AMD	ATI			For now , Arthur said AMD 's <m> takeover </m> deal , which is expected to close in the fourth quarter , effectively offers his one-year price target of $ 21 now .
replace | usurp | substitute	39	take_over.12	become dominant, in charge; assume leadership	0: entity becoming dominant | 1: entity being taken over	Pater Capaldi	Matt Smith	NA	08	Doctor Who boss Steven Moffat has revealed that Peter Capaldi was the only name considered to <m> take over </m> from Matt Smith .
prepare | instantiate | start	39	take_up.38	begin an action/state/position, non-habitual	0: agent | 1: thing beginning	Matt Smith	role	NA	XX	Matt , who has stage and TV credits , will <m> take up </m> the role in 2010 .
acquire | get | have	36	take.01	take, acquire, come to have, choose, bring with you from somewhere, internalize, ingest	0: Taker | 1: thing taken	Warren Jeffs	followers	Texas	08	A Texas jury convicted polygamist sect leader Warren Jeffs of child sexual assault Thursday in a case stemming from two young followers he <m> took </m> as brides in what his church calls spiritual marriages .
find | acquire | choose	37	take.01	take, acquire, come to have, choose, bring with you from somewhere, internalize, ingest	0: Taker | 1: thing taken	people	shelter.01	Papua	NA	The powerful quakes in Papua in easternmost of Indonesia on Sunday have led over 14,000 people <m> taking </m> shelters in tents , destroyed hundreds of buildings , killed one person and injured dozens others , local disaster management agency said on Monday .
arrive | acquire | come	39	take.01	take, acquire, come to have, choose, bring with you from somewhere, internalize, ingest	0: Taker | 1: thing taken	Matt Smith	role	NA	NA	The BBC says little-known actor Matt Smith will <m> take over </m> the title role in the long-running sci-fi series `` Doctor Who . ''
arrive | acquire | come	40	take.01	take, acquire, come to have, choose, bring with you from somewhere, internalize, ingest	0: Taker | 1: thing taken	Tim Cook	stage	San Francisco	06	After a witty intro by Siri herself , Apple CEO Tim Cook <m> took </m> the stage in San Francisco to welcome developers and announce new stuff .
say | position | state	44	take.34	opinion, perspective, position	0: entity having an opinion/take | 1: opinion, perspective	Rick Sturm	sound.01			Overall , my <m> take </m> is that this transaction sounds great in theory , but there many potential pitfalls .
make | notice | observe	42	take.LV	light verb		NA	NA	NA	NA	BlackBerry fans <m> take </m> note as T - Mobile has confirmed the availability of the QWERTY - based Q10 .
make | notice | observe	39	take.LV	light verb		NA	NA	NA	NA	With young British actor Matt Smith stepping into Doctor Who 's title role , Wired.com <m> takes a look </m> back at the 10 actors who have previously portrayed sci-fi TV 's most enduring hero .
rumor | mention | say	44	talk.01	speak	0: talker | 1: subject	HP	deal.01			Palo Alto-based HP and Plano , Texas-based EDS confirmed the <m> talks </m> yesterday shortly after The Wall Street Journal reported a deal could be reached as early as today .
work | order | employ	39	task.01	assign someone a task, order, assignment	0: boss | 1: task required	NA	Doctor Who	NA	NA	Matt Smith has time to come to terms to the <m> task </m> ahead , as current Doctor Who , David Tennant will not leave the BBC show until the end of 2009 .
spread | say | mention	45	tell.01	pass along information	0: Speaker | 1: Utterance	Scott Peterson	fish.01			The bodies of Laci and Conner later washed up in the San Francisco Bay , near where Scott <m> told </m> police he had gone fishing the day his wife disappeared .
spread | say | mention	44	tell.01	pass along information	0: Speaker | 1: Utterance	industry sources	come.01			The announcement may come as early as May 14 , the source <m> told </m> eWEEK .
spread | say | mention	41	tell.01	pass along information	0: Speaker | 1: Utterance	Mr Ging	use.01	Hamas	NA	SEVENTEEN hours after the attack on one of his schools killed 40 Palestinians seeking shelter from Israel 's war on Hamas , the United Nations ' director of operations in Gaza , John Ging , was certain of at least one thing `` We have established beyond any doubt that the school was not being used by any militants , '' Mr Ging <m> told </m> The Age last night .
distinguish | determine | observe	44	tell.02	distinguish, determine	0: entity causing separation | 1: thing(s) being divided		impact.01			It 's too early to <m> tell </m> what impact - if any - Hewlett-Packard Co. 's decision to acquire Electronic Data Systems Corp. will have on EDS ' operations in South Charleston , an EDS spokesman said .
earthquake | tsunami | disaster	38	temblor.01	natural disaster: earthquake	1: ground shaken (plates, region, epicenter)	NA	4.6 magnitude	Geyserville	03	The <m> temblor </m> struck at 2 : 09 a . m . and was centered in Geyserville , about 20 miles north of Santa Rosa , according to the U . S . Geological Survey .
tremble | earthquake | aftershock	37	temblor.01	natural disaster: earthquake	1: ground shaken (plates, region, epicenter)	NA	6.1-magnitude	Manokwari	NA	At least five people were killed , 250 others injured and more than 800 homes destroyed by those <m> temblors </m> , according to the UN .
tighten | strain | tauten	41	tense.01	(cause to) become tight(er)	0: causer of tightening | 1: thing tightening	officials and witnesses	NA	South Sudan	11	A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , threatening to raise <m> tensions </m> with Sudan .
tighten | strain | tauten	43	tense.03	be tight(er)	0: causer of tightening | 1: thing tightening	acquire.01	compete.02			Addressing a deficiency of its own and further upping the competitive <m> tension </m> between it and chief rival Intel ( nasdaq : INTC - news - people ) , Advanced Micro Devices ( nyse : AMD - news - people ) intends to acquire graphics chipmaker ATI Technologies ( nasdaq : ATYT - news - people ) in a $ 5.4 billion deal .
name | deem | label	44	term.01	assign a label	0: caller | 1: item being labelled					Although no <m> financial terms </m> of the transaction were disclosed , it is expected to be completed within HP ’ s first fiscal quarter .
hypothesize | speculate | guess	44	theorize.01	to formulate a theory,  speculate	0: theorist | 1: theory		great.01			Overall , my take is that this transaction sounds great <m> in theory </m> , but there many potential pitfalls .
believe | imagine | trust	44	think.01	think, believing, imagining	0: Thinker | 1: Thought	Mark Hurd	acquire.01			In a May 20 conference call with reporters to announce HP 's 2008 second-quarter financial earnings , Hurd offered his <m> thoughts </m> on the upcoming acquisition of EDS .
believe | imagine | trust	43	think.01	think, believing, imagining	0: Thinker | 1: Thought	author	bad_off.06			We <m> think </m> not too much worse off than before the deal , and believe shares in the company remain a compelling way to play growth in gaming- and media-oriented computing .
believe | imagine | trust	41	think.01	think, believing, imagining	0: Thinker | 1: Thought	we	unacceptable.01	Jabaliya	01	`` We <m> think </m> the attack is completely unacceptable and strongly condemn the fact that civilians were hit while sheltering themselves from the violence , '' said Cristina Gallach , spokesperson of EU foreign policy chief Javier Solana .
intimidate | bully | pressurize	41	threaten.01	threaten	0: agent, entity making a threat | 1: threat	officials and witnesses	raise.01	South Sudan	11	A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , <m> threatening </m> to raise tensions with Sudan .
connect | attach | link	36	tie.01	attach	0: agent, entity doing the tying | 1: first thing being tied					Two leaders of polygamous groups with <m> ties </m> to Utah have been arrested in Canada , charged with practicing polygamy .
sound | ring | emit	41	toll.01	to (cause) to make a sound of a bell	0: causer of ringing | 1: bell					The civilian <m> death toll </m> in Gaza increased dramatically today , with reports of more than 40 Palestinians killed after missiles exploded outside a UN school where hundreds of people were sheltering from the continuing Israeli offensive .
expound | sell | advertise	42	tout.01	to solicit or advertise in strongly positive terms	0: advertiser | 1: thing touted	T-Mobile	BlackBerry Q10 keyboard			T - Mobile has announced that it will be carrying the <m> keyboard touting </m> Q10 , with pre - registration starting on April 29th .
purchase | buy | sell	44	transact.01	perform a transaction	0: entity performing the transaction | 1: thing transacted or theme	HP	EDS		26 August 2008	In response to market rumors , Electronic Data Systems Corporation announces that it is in advanced discussions regarding a possible business combination <m> transaction </m> with Hewlett-Packard Company .
captivate | mesmerize | fixate	45	transfix.01	to make motionless, as if fixed	0: causer of transfixation | 1: transfixed entity	happen.01	US public			A jury found Scott Peterson guilty Friday of killing his pregnant wife , Laci , and their unborn child in the saga of suburban adultery and betrayal that <m> transfixed </m> much of the nation for nearly two years .
voyage | trip | go	39	travel.01	travel, voyaging	0: traveller | 1: location or path	Matt Smith	time	NA	NA	Just hours after little-known actor Matt Smith was named as the new Doctor in the BBC Wales hit show , speculation mounted that a star name would accompany him on his <m> time-travelling </m> adventures .
rock | shake | tremble	37	tremor.01	shake	1: thing trembling	region	NA	Manokwari	NA	Indonesia 's West Papua province was hit by a magnitude 6.1 earthquake today , the latest powerful <m> tremor </m> to shake the region where five people were killed and hundreds injured at the weekend when buildings were destroyed .
begin | start | initiate	37	trigger.01	begin, cause to begin	0: Agent | 1: Theme(-Creation)	earthquake.02	tsunami.01	Indonesia's Aceh	07	A powerful earthquake in Indonesia's Aceh province flattened buildings and sparked landslides Tuesday , killing at least five people and injuring dozens in a region devastated by the quake - <m> triggered </m> tsunami of 2004 .
lawsuit | prosecute | trial	45	try.02	lawsuit	0: litigant | 1: entity tried (defendant/case)	prosecutors	Christopher Kenyon Simpson	Oklahoma	17 June 2013	<m> Trial </m> is set for June 17 for 26 - year - old Christopher Kenyon Simpson of Fort Coffee , who is accused of fatally shooting Ka'Loni Marie Flynn of Fort Smith , Ark .
lawsuit | prosecute | trial	36	try.02	lawsuit	0: litigant | 1: entity tried (defendant/case)	prosecutors	Warren Jeffs	Texas	08	Prosecutors Tuesday put on the most shocking evidence yet in the <m> trial </m> of Warren Jeffs , who is charged with sexually assaulting underage girls .
earthquake | flood | disaster	37	tsunami.01	tidal wave	1: water (might be the name of the body of water)	NA	NA	Indonesia's Aceh	XX	6 . 1 - magnitude quake strikes Indonesia's Aceh province in region hit by <m> 2004 tsunami </m>
rotate | shift | spin	44	turn_around.23	cause to rotate exactly 180 degrees so that the front is facing what was the back	0: turner | 1: thing turning	Mark Hurd	HP			The all-cash deal , announced Tuesday , represents HP 's biggest gamble under the leadership of Mark Hurd , who was hired as chief executive in March 2005 to <m> turn around </m> the maker of personal computers and printers .
become | cause | replace	43	turn.02	transformation, becoming	0: causer of transformation | 1: thing changing	acquire.01	AMD			The acquisition , which is subject to shareholder and regulatory approvals , would <m> turn </m> AMD into one of the world 's largest providers of graphics chips .
